customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5718-TGEBP,Male,1,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,72.46,1306.47,Yes
2761-KOFKU,Female,0,No,No,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,87.97,1951.79,Yes
4813-IRGTY,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),77.6,5621.39,No
7988-NZCFN,Male,0,Yes,No,26,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,69.95,1810.34,No
6229-FYGRE,Female,0,No,Yes,42,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,83.3,3473.44,Yes
5360-VHSTB,Female,0,Yes,Yes,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.71,5032.67,Yes
8535-DPJBK,Male,0,No,Yes,17,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,56.83,976.42,No
2076-AJQWW,Female,0,Yes,Yes,58,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,57.82,3336.41,No
5923-VBCKS,Female,0,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,77.64,1899.07,Yes
8646-PLCRT,Male,0,No,No,72,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,75.6,5407.28,No
4880-PIHFM,Female,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,80.66,889.7,Yes
6346-UYZAB,Male,1,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,83.44,1826.35,Yes
6166-CFBXB,Female,0,No,No,55,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,65.36,3589.86,No
5995-HRXNZ,Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.25,304.59,No
6842-PSXOB,Female,1,No,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.45,993.01,Yes
6876-XTDKT,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.47,1331.37,Yes
1300-ACUNP,Female,0,No,Yes,9,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),74.19,687.45,Yes
6035-HVDHV,Male,1,Yes,No,7,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),82.59,611.77,Yes
5853-XNDGR,Male,0,No,No,29,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),70.58,2021.55,No
6401-PPOEY,Male,1,No,No,36,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),96.36,3477.05,Yes
5180-YOQTD,Female,0,No,Yes,10,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,64.04,640.67,Yes
9464-JHBWO,Male,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.28,706.54,No
5005-MRQFY,Male,0,Yes,Yes,7,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),74.74,550.98,Yes
5606-FMBNB,Female,0,Yes,No,18,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),82.22,1493.5,Yes
8110-RNWPV,Male,1,No,No,24,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.32,1258.04,Yes
9927-JGLMD,Male,1,Yes,No,22,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),80.81,1813.27,Yes
8238-BDJMT,Male,0,No,No,28,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,62.18,1784.93,Yes
1487-SAPHN,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.09,1826.21,Yes
2920-LECXV,Female,0,No,No,20,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,103.87,2122.58,Yes
9172-ZMKON,Male,0,No,Yes,20,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),73.43,1461.83,No
2810-GMACP,Male,1,No,Yes,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),94.09,1371.9,Yes
9758-AQNIT,Female,0,No,No,39,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),81.9,3177.55,No
3642-RIWYI,Female,0,No,No,21,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,116.93,2442.22,No
8463-GVOAJ,Female,1,No,No,13,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),67.08,849.19,No
4744-XVAMH,Female,0,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.36,731.7,No
7231-CZMMQ,Female,0,No,Yes,33,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.11,3131.02,Yes
2964-IUCMG,Male,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),86.54,865.18,Yes
2330-PNHBF,Female,0,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.38,1159.3,No
2934-KFLUS,Female,0,No,No,18,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),66.64,1185.75,No
7061-RWLVP,Male,0,No,Yes,18,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),81.74,1487.99,No
7612-ICIBH,Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),76.64,1833.19,Yes
6104-DOPRA,Male,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,90.5,2883.73,No
7681-WFXDZ,Female,0,No,No,25,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,88.46,2178.27,Yes
6358-DTTSY,Female,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,23.23,258.51,No
3776-MYYIJ,Female,1,No,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.28,402.78,Yes
7966-QXIES,Male,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.68,1252.1,No
2169-AXOSN,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,98.28,1087.56,Yes
6549-RPUES,Male,1,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.65,2690.0,Yes
9977-WMKEC,Female,0,Yes,No,25,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),68.45,1700.62,Yes
4404-QFAQK,Female,0,Yes,Yes,3,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),50.6,167.69,Yes
4627-MVNDP,Female,1,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.95,308.03,No
2145-SJZYI,Female,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.11,1742.29,No
2222-NVZLK,Female,0,No,No,4,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,90.43,390.51,Yes
9693-EEIDV,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,81.47,1523.76,Yes
1292-ZHICZ,Male,0,No,No,32,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),74.28,2397.79,No
1160-TSSYU,Male,0,Yes,No,11,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.82,674.04,Yes
4684-MJDIJ,Male,0,No,No,27,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,71.77,1959.34,No
9825-JJCWV,Male,0,Yes,No,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,667.28,No
8635-UDOGW,Male,0,No,No,34,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),64.0,2200.4,No
2534-SIGZH,Male,0,No,Yes,27,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.21,2162.41,No
7952-LXBPV,Female,0,Yes,No,22,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.84,2364.06,No
2192-XIJET,Male,0,No,Yes,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,69.92,782.21,Yes
1583-GAKCN,Female,1,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),81.18,3016.39,Yes
8882-MQXJG,Female,0,Yes,No,25,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),88.87,2248.89,Yes
5182-KQFKA,Female,0,No,No,72,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,62.13,4461.29,No
6928-SPZYH,Female,0,No,No,44,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,86.37,3813.23,No
7810-BTUEQ,Male,0,Yes,No,16,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),76.38,1247.17,Yes
6861-ANGVE,Female,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.25,564.01,No
2209-AACTA,Male,1,Yes,No,8,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,91.86,739.64,Yes
9116-NOUBD,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.37,416.66,Yes
9660-HQRCC,Male,0,No,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,22.37,343.01,No
1286-ZDZWX,Male,0,Yes,No,7,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),49.61,335.89,Yes
3342-BTEDP,Female,0,Yes,Yes,40,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,41.53,1673.7,Yes
7316-IBJAX,Female,0,No,Yes,72,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),72.91,5282.36,Yes
2615-SHXEC,Male,0,No,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.11,1161.56,No
6173-LCWZW,Female,0,Yes,No,18,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,71.7,1282.02,Yes
3027-NAQUT,Male,0,No,No,42,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,79.47,3344.49,No
6973-RDJNB,Female,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),72.12,1087.03,Yes
8522-SEBXX,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,79.64,4631.97,No
5451-VYODV,Male,0,No,No,37,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,74.69,2759.84,No
1926-LEFEB,Male,0,No,Yes,24,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,50.99,1184.86,No
6091-KQOPQ,Male,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),88.28,2047.84,Yes
8257-RZJZF,Male,1,No,No,37,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,91.93,3413.49,Yes
2733-CRYCO,Male,1,No,No,23,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.86,2354.09,Yes
6220-OYAHE,Male,0,No,No,51,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.86,3510.19,Yes
5410-VBRFO,Male,1,No,No,18,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,73.25,1343.97,No
5881-LXTVV,Female,0,No,No,21,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,73.26,1526.47,No
4686-OYSUA,Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),21.7,489.38,No
4600-TQOOQ,Female,0,Yes,No,20,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,71.9,1408.29,Yes
7353-TPBCF,Female,1,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),82.32,1030.79,Yes
1564-ITNZV,Male,0,Yes,Yes,17,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),68.17,1105.7,No
7126-YLDCA,Female,0,No,No,24,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,65.07,1552.02,No
5319-BHCRY,Male,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),89.24,2016.28,No
1599-EHKCQ,Male,0,Yes,No,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.23,1331.76,No
8520-XKKHF,Female,0,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,85.5,2709.12,Yes
2777-ROOVR,Female,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,94.48,5651.44,Yes
3723-TFXGR,Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,64.5,396.9,No
3765-BLCDD,Male,1,Yes,No,47,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,86.13,4032.4,Yes
9418-ASLOJ,Female,0,No,No,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.27,557.19,No
2082-OLQVU,Male,0,Yes,No,22,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),47.72,1072.73,No
8061-AGDMO,Male,0,Yes,No,11,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,60.47,693.02,Yes
3287-FQAAD,Male,0,No,No,40,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),85.43,3437.13,No
8146-ZJFJA,Female,0,No,Yes,36,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.51,3517.39,No
2982-LZHWS,Male,0,No,Yes,41,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,2878.07,Yes
3783-VRGAK,Female,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.43,317.06,No
4620-URAET,Female,0,No,No,51,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),72.68,3748.99,No
4489-VUFJU,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.9,775.33,No
1181-OFHMD,Female,1,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),62.17,1117.8,No
6217-RWTFM,Female,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.9,1202.83,No
9841-MKLEK,Male,0,Yes,No,29,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),80.38,2337.02,No
6592-CNQDV,Male,0,No,Yes,4,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),91.93,327.48,No
7058-NAOYZ,Female,0,No,Yes,18,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,101.4,1827.74,No
9281-YUCOX,Male,1,Yes,No,51,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),79.84,4091.38,No
7735-MKVIQ,Male,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,353.69,No
7468-PVBFC,Male,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),92.45,2296.22,Yes
2437-VBKAM,Male,0,No,Yes,52,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,56.18,2904.9,No
6159-CNUUK,Male,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.94,301.43,Yes
3700-XKMHI,Male,0,No,No,43,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,72.31,3091.45,Yes
7574-GMKNN,Female,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),88.94,698.93,Yes
1959-GRVIJ,Male,0,Yes,No,32,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),56.05,1765.2,No
3900-TEQGA,Female,0,Yes,Yes,30,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,94.09,2813.27,Yes
1395-PPXVY,Female,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,106.34,3616.93,Yes
3859-VARMC,Male,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.23,697.82,No
5938-JQPIF,Female,0,No,Yes,26,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,90.25,2307.71,No
2193-JJEXY,Female,0,No,No,24,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,55.94,1271.83,Yes
4788-TZFSI,Female,0,No,No,25,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),94.45,2401.37,Yes
4972-VLTOK,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,94.44,6041.41,No
6297-PUXAF,Male,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),79.36,2197.03,Yes
3197-SQRAB,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.14,1559.97,No
9249-KHLVY,Female,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.61,872.3,No
5129-OAZBB,Female,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.29,706.2,No
3567-NMXET,Female,0,Yes,No,9,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,66.44,598.6,Yes
8296-AOUNU,Female,0,Yes,Yes,45,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,76.18,3454.75,No
9564-FGIXO,Female,0,No,No,21,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,54.91,1129.86,Yes
5485-TNZWF,Female,0,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.56,1032.14,No
1370-ITDJE,Male,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),59.88,867.93,Yes
8406-GLIFF,Female,0,Yes,Yes,25,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,74.77,1836.8,No
7029-ERVQQ,Male,0,No,Yes,20,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),93.36,1881.82,No
5080-HAOUM,Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,781.74,No
8097-TLYVL,Female,0,No,No,67,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,71.3,4775.03,No
6419-LDYZR,Female,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,80.04,1996.01,Yes
5180-TMYDP,Male,0,Yes,No,19,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),81.77,1541.68,Yes
6131-SUOFL,Male,0,No,No,10,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),56.68,539.77,Yes
4051-UQBGV,Male,0,No,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,88.81,1519.44,Yes
5413-LXOTB,Male,0,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.85,1295.68,No
8341-JPPQE,Male,0,Yes,No,25,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,64.16,1639.09,Yes
4031-CVCUE,Female,0,Yes,No,35,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),93.43,3263.47,No
2733-SZTTY,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.25,114.14,No
6330-TYAGH,Male,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,101.31,725.23,Yes
8339-JQCVT,Male,0,No,No,6,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),57.14,353.97,Yes
6456-KDZAM,Male,0,No,Yes,57,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),98.4,5634.75,No
6284-PPNTE,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),75.7,1930.5,Yes
6591-AOLSH,Female,0,Yes,No,14,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,72.41,1020.17,Yes
3509-EWYJD,Female,0,Yes,No,46,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.62,2740.01,No
6781-IHYRD,Female,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.23,382.89,No
8909-WZKPP,Male,0,No,No,50,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),78.61,3906.32,No
4846-CKTTK,Female,0,No,No,25,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),50.33,1249.2,Yes
3244-GKGAJ,Male,0,Yes,Yes,50,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,47.82,2389.8,No
8352-KJRKY,Male,0,No,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,167.39,No
5970-JXWAN,Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.98,795.34,No
3770-RQZZO,Female,0,No,No,41,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,85.46,3514.14,Yes
1815-DRHZN,Female,0,No,Yes,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,69.4,423.45,No
3241-KDFVE,Female,0,Yes,No,26,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),66.07,1749.23,No
1037-BAKHF,Female,0,No,No,9,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,67.6,591.1,Yes
9730-TUGEY,Female,0,No,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.36,138.17,No
7378-UEBZA,Male,0,Yes,No,21,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),69.95,1494.16,No
9137-GGIVU,Male,1,No,No,35,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),51.21,1784.15,No
5241-HZJEB,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),82.55,1159.7,Yes
5869-QJCLL,Male,1,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),86.75,1924.83,No
